area_type,availability,location,size,society,total_sqft,bath,balcony,price
Carpet  Area,Dec 2024,Kranti Chowk South 38,1 BHK,Nilgiri Heights,506,2,3,24.22
Plot  Area,Under Construction,Beed Bypass South 30,1 BHK,Sai Residency,732,3,2,47.07
Built-up  Area,Ready To Move,Jalna Road Phase 2,5 BHK,Lake View,4910,1,0,226.91
Super built-up  Area,Immediate Possession,Mukundwadi Central 59,2 Bedroom,Sai Residency,990,4,2,39.6
Super built-up  Area,Immediate Possession,Garkheda East 15,2 Bedroom,Sunshine Towers,794,2,1,33.93
Plot  Area,Ready To Move,Harsul East 39,3 BHK,Sai Residency,1748,4,0,103.83
Built-up  Area,Dec 2024,Usmanpura Enclave 18,2 Bedroom,Golden Nest,719,1,0,33.78
Super built-up  Area,Immediate Possession,Satara Area Phase 40,3 BHK,Green Park,1722,4,1,110.75
Plot  Area,Dec 2024,Shendra MIDC North 27,2 Bedroom,Green Park,1191,1,0,44.98
Built-up  Area,Under Construction,Garkheda Enclave 41,2 BHK,Nilgiri Heights,909,3,3,34.34
Plot  Area,18 Months,Kranti Chowk South 37,4 BHK,Sunshine Towers,2446,3,0,95.41
Plot  Area,Under Construction,Nakshtrawadi Phase 38,1 BHK,Golden Nest,690,4,2,28.55
Plot  Area,Under Construction,MGM Campus Sector 41,5 BHK,Green Park,2514,4,2,125.25
Carpet  Area,Under Construction,Baijipura Central 21,4 BHK,Lake View,2738,2,0,109.42
Built-up  Area,Dec 2024,Shahgunj Extension 34,1 BHK,Sunshine Towers,482,1,1,23.36
Plot  Area,Under Construction,Beed Bypass East 58,3 Bedroom,Nilgiri Heights,1432,1,3,63.4
Carpet  Area,Under Construction,Padegaon North 44,4 BHK,Nilgiri Heights,2806,5,2,160.42
Built-up  Area,18 Months,Nirala Bazaar North 58,2 BHK,Rose Garden,962,4,1,44.2
Plot  Area,Dec 2024,CIDCO West 15,1 BHK,Green Park,740,5,3,40.33
Carpet  Area,Dec 2024,Mukundwadi Block 41,3 BHK,Sunshine Towers,1383,1,3,66.46
Plot  Area,Ready To Move,Mukundwadi North 16,3 BHK,,1658,3,3,91.86
Plot  Area,Under Construction,Shendra MIDC South 59,3 Bedroom,Sai Residency,1388,4,1,77.0
Carpet  Area,Immediate Possession,Beed Bypass Enclave 3,2 BHK,,1286,5,3,71.46
Built-up  Area,18 Months,Padegaon West 5,3 BHK,Sai Residency,1602,1,1,59.13
Built-up  Area,18 Months,Harsul Block 32,2 Bedroom,Nilgiri Heights,784,4,3,46.17
Super built-up  Area,18 Months,Garkheda Phase 35,3 BHK,Green Park,1767,3,2,99.64
Built-up  Area,18 Months,Garkheda South 19,3 BHK,Golden Nest,1274,1,3,46.43
Super built-up  Area,Ready To Move,Garkheda Block 58,1 BHK,Sunshine Towers,492,1,1,18.86
Super built-up  Area,18 Months,MGM Campus East 16,3 BHK,,1396,5,1,79.12
Plot  Area,18 Months,Nakshtrawadi Sector 24,4 BHK,Rose Garden,1737,4,3,74.5
Carpet  Area,Dec 2024,Nakshtrawadi Sector 16,1 BHK,Golden Nest,415,4,1,19.58
Carpet  Area,Under Construction,Nakshtrawadi Central 57,4 BHK,Green Park,2083,3,2,98.4
Carpet  Area,Dec 2024,Nakshtrawadi Sector 31,3 Bedroom,Sai Residency,1484,2,1,53.54
Carpet  Area,Under Construction,Seven Hills East 44,1 BHK,Golden Nest,707,3,1,28.42
Plot  Area,Dec 2024,Pundlik Nagar Block 37,2 BHK,,884,4,2,39.2
Built-up  Area,Immediate Possession,Jalna Road West 13,1 BHK,Golden Nest,678,5,3,24.0
Plot  Area,Under Construction,Kranti Chowk South 1,5 BHK,Golden Nest,4601,4,3,249.46
Plot  Area,18 Months,Harsul Central 31,1 BHK,Green Park,595,3,2,27.96
Plot  Area,Ready To Move,Hudco South 42,4 BHK,Golden Nest,2348,2,2,130.18
Carpet  Area,Dec 2024,Aurangpura Central 58,5 BHK,Lake View,4366,2,1,191.72
Built-up  Area,Immediate Possession,Cantonment East 54,3 BHK,Lake View,1197,3,2,60.97
Plot  Area,Ready To Move,Aurangpura Sector 18,3 BHK,Green Park,1317,4,1,70.68
Carpet  Area,Immediate Possession,Kranti Chowk North 41,5 BHK,Rose Garden,3911,3,3,253.4
Built-up  Area,Ready To Move,Kranti Chowk East 9,3 BHK,Nilgiri Heights,1043,4,0,57.1
Plot  Area,Dec 2024,CIDCO North 21,3 Bedroom,Sunshine Towers,1760,4,3,77.58
Super built-up  Area,Dec 2024,Mukundwadi West 55,5 BHK,,4214,4,1,159.45
Carpet  Area,Immediate Possession,Shendra MIDC South 23,3 Bedroom,Lake View,1326,1,2,83.26
Carpet  Area,Under Construction,Aurangpura South 56,5 BHK,,4665,3,1,266.24
Built-up  Area,Under Construction,Mukundwadi Phase 14,2 Bedroom,Sunshine Towers,1144,4,2,50.09
Plot  Area,Ready To Move,Usmanpura North 55,3 BHK,Rose Garden,1073,4,0,59.45
Carpet  Area,Dec 2024,MGM Campus West 22,4 BHK,,2030,1,3,71.6
Super built-up  Area,Under Construction,Pundlik Nagar Extension 57,1 BHK,Rose Garden,796,2,1,27.92
Plot  Area,Under Construction,Seven Hills Extension 19,2 Bedroom,Lake View,871,4,1,49.01
Plot  Area,Immediate Possession,Usmanpura North 26,3 Bedroom,Sunshine Towers,1247,1,2,45.27
Carpet  Area,Immediate Possession,Waluj MIDC West 59,2 BHK,Lake View,1119,5,3,46.01
Carpet  Area,Dec 2024,Paithan Road East 23,3 BHK,Nilgiri Heights,1503,2,0,68.82
Carpet  Area,18 Months,Hudco Enclave 56,4 BHK,Sai Residency,2150,1,0,93.6
Plot  Area,Immediate Possession,Cantonment East 12,4 BHK,Lake View,1841,2,3,93.85
Super built-up  Area,Under Construction,MGM Campus Sector 5,4 BHK,Rose Garden,1657,5,2,95.13
Carpet  Area,18 Months,Jalna Road Enclave 5,4 BHK,Green Park,2559,3,3,125.83
Plot  Area,Immediate Possession,Cantonment Block 15,2 BHK,Lake View,1251,1,2,52.23
Built-up  Area,18 Months,Aurangpura Sector 1,3 BHK,Green Park,1060,5,3,56.15
Built-up  Area,18 Months,Shivaji Nagar South 22,4 BHK,Sai Residency,1681,2,2,60.83
Super built-up  Area,Immediate Possession,Aurangpura Sector 6,1 BHK,Lake View,464,2,0,23.97
Super built-up  Area,18 Months,Padegaon Phase 23,5 BHK,Green Park,3956,5,0,170.54
Super built-up  Area,Immediate Possession,Nakshtrawadi East 20,1 BHK,,595,3,2,37.51
Built-up  Area,18 Months,CIDCO South 54,2 Bedroom,Rose Garden,765,1,0,45.48
Built-up  Area,18 Months,Padegaon Block 42,1 BHK,Golden Nest,772,5,2,50.11
Built-up  Area,Under Construction,CIDCO Central 29,5 BHK,Lake View,3128,3,2,174.53
Super built-up  Area,Dec 2024,Jalna Road East 23,2 BHK,,736,5,1,37.28
Super built-up  Area,Ready To Move,Satara Area Sector 55,1 BHK,Nilgiri Heights,734,4,2,45.77
Carpet  Area,18 Months,Waluj MIDC Block 13,3 BHK,Nilgiri Heights,1312,5,3,59.2
Super built-up  Area,Dec 2024,Harsul Enclave 35,4 BHK,Green Park,1925,1,0,115.76
Super built-up  Area,Dec 2024,Cantonment South 3,3 Bedroom,,1116,4,0,61.03
Carpet  Area,Ready To Move,Seven Hills Central 7,2 Bedroom,Sai Residency,765,3,2,43.09
Plot  Area,Immediate Possession,Seven Hills Extension 26,2 BHK,Sunshine Towers,1297,2,1,64.32
Super built-up  Area,18 Months,Kranti Chowk Block 48,4 BHK,Lake View,2101,5,1,117.87
Carpet  Area,Immediate Possession,Vedant Nagar Sector 9,4 BHK,Nilgiri Heights,2209,3,0,136.72
Plot  Area,Under Construction,Mukundwadi Block 41,1 BHK,Sunshine Towers,649,2,0,26.28
Carpet  Area,Ready To Move,Cantonment Block 25,3 Bedroom,Golden Nest,1760,4,2,62.92
Built-up  Area,Dec 2024,Mukundwadi North 40,2 Bedroom,Sunshine Towers,1069,5,0,66.27
Super built-up  Area,Dec 2024,MGM Campus West 14,2 BHK,Sai Residency,846,5,1,51.5
Carpet  Area,Ready To Move,Waluj MIDC Sector 9,3 BHK,Lake View,1112,1,0,61.11
Carpet  Area,Under Construction,Satara Area Central 10,5 BHK,Green Park,4330,4,2,268.98
Plot  Area,Under Construction,Mukundwadi Central 23,5 BHK,Sunshine Towers,3527,1,3,124.27
Super built-up  Area,18 Months,Waluj MIDC Enclave 35,2 Bedroom,Rose Garden,1010,4,0,57.67
Built-up  Area,Dec 2024,Usmanpura Enclave 36,2 BHK,Golden Nest,1073,2,2,54.13
Built-up  Area,Dec 2024,Jalna Road Block 4,3 Bedroom,Sai Residency,1027,3,1,54.71
Carpet  Area,18 Months,Mukundwadi Phase 14,5 BHK,Sai Residency,4112,4,3,211.52
Super built-up  Area,Immediate Possession,Vedant Nagar North 15,4 BHK,Lake View,2761,1,2,97.41
Built-up  Area,Under Construction,Paithan Road Block 33,4 BHK,Lake View,2600,5,1,107.93
Super built-up  Area,Immediate Possession,Nakshtrawadi South 10,2 Bedroom,Nilgiri Heights,1045,3,3,52.21
Carpet  Area,Ready To Move,MGM Campus Block 43,3 Bedroom,Rose Garden,1179,1,1,54.91
Carpet  Area,18 Months,Paithan Road North 38,3 BHK,Lake View,1279,1,0,55.01
Plot  Area,Immediate Possession,Harsul Central 33,2 BHK,,939,2,3,47.66
Carpet  Area,Ready To Move,Padegaon East 59,3 Bedroom,Sai Residency,1411,4,0,87.8
Super built-up  Area,Immediate Possession,Cantonment Phase 9,2 Bedroom,Green Park,858,4,0,32.91
Plot  Area,Dec 2024,Padegaon North 44,3 Bedroom,Green Park,1419,4,1,91.88
Plot  Area,18 Months,Baijipura Extension 52,3 BHK,Green Park,1297,3,3,77.04
Carpet  Area,Under Construction,Waluj MIDC South 18,1 BHK,,405,1,2,22.59
Built-up  Area,Under Construction,Pundlik Nagar Central 43,2 Bedroom,Green Park,1226,1,2,48.57
Plot  Area,18 Months,Garkheda East 29,2 Bedroom,Rose Garden,1085,4,0,42.56
Carpet  Area,Dec 2024,MGM Campus Sector 52,2 BHK,Golden Nest,1047,2,2,42.3
Plot  Area,Under Construction,Seven Hills Sector 12,1 BHK,Sai Residency,523,4,2,23.17
Super built-up  Area,Immediate Possession,Vedant Nagar West 21,1 BHK,Sunshine Towers,715,2,3,43.23
Plot  Area,Under Construction,Shahgunj Extension 41,5 BHK,Sunshine Towers,4232,1,2,205.64
Super built-up  Area,Dec 2024,Satara Area Central 26,2 Bedroom,Rose Garden,1228,1,3,48.02
Built-up  Area,Immediate Possession,MGM Campus Phase 34,2 BHK,Sai Residency,908,5,3,41.89
Plot  Area,Ready To Move,Shivaji Nagar Block 10,2 Bedroom,Sunshine Towers,1296,1,0,83.44
Carpet  Area,Immediate Possession,Padegaon Central 15,3 BHK,Golden Nest,1251,2,2,77.34
Carpet  Area,Under Construction,Cantonment Sector 44,3 BHK,Green Park,1645,3,3,70.37
Super built-up  Area,Dec 2024,Hudco East 1,1 BHK,Sunshine Towers,602,3,3,37.44
Built-up  Area,Under Construction,Baijipura East 28,4 BHK,Rose Garden,2722,1,1,101.37
Built-up  Area,18 Months,Nirala Bazaar South 6,2 Bedroom,Nilgiri Heights,823,1,2,36.91
Carpet  Area,Ready To Move,Waluj MIDC Sector 9,1 BHK,Sunshine Towers,606,1,3,32.08
Built-up  Area,Dec 2024,Pundlik Nagar East 32,5 BHK,Sai Residency,3827,1,0,174.0
Plot  Area,Ready To Move,Harsul Phase 5,1 BHK,Sunshine Towers,552,1,0,29.99
Plot  Area,Dec 2024,Beed Bypass Enclave 14,5 BHK,Lake View,4022,1,2,250.14
Carpet  Area,Under Construction,Vedant Nagar Extension 5,5 BHK,,3657,1,2,226.4
Super built-up  Area,Ready To Move,Satara Area East 2,3 BHK,Sunshine Towers,1276,4,3,54.39
Carpet  Area,Dec 2024,Shendra MIDC Enclave 33,2 Bedroom,Sunshine Towers,1001,2,0,54.27
Plot  Area,Immediate Possession,Kranti Chowk South 53,2 BHK,Golden Nest,1131,2,3,55.91
Carpet  Area,Dec 2024,Baijipura Phase 56,2 BHK,Nilgiri Heights,971,5,1,37.13
Super built-up  Area,Ready To Move,Seven Hills West 2,2 Bedroom,Green Park,1230,3,1,56.37
Plot  Area,Ready To Move,Cantonment Block 35,4 BHK,Nilgiri Heights,1873,5,2,74.43
Carpet  Area,Dec 2024,Hudco Phase 29,2 Bedroom,,1289,4,2,62.77
Plot  Area,Ready To Move,Jalna Road East 36,4 BHK,Nilgiri Heights,2560,4,1,156.29
Plot  Area,18 Months,Seven Hills Sector 21,2 BHK,Rose Garden,862,5,1,41.4
Carpet  Area,Under Construction,Hudco Sector 52,3 Bedroom,Rose Garden,1457,5,1,75.47
Super built-up  Area,Immediate Possession,Shivaji Nagar West 20,2 Bedroom,,744,2,3,28.54
Plot  Area,Ready To Move,Harsul North 50,3 BHK,,1779,2,0,63.71
Plot  Area,Ready To Move,Shahgunj North 56,2 Bedroom,Sai Residency,849,1,3,40.02
Plot  Area,18 Months,Usmanpura East 47,3 Bedroom,,1729,4,0,97.34
Super built-up  Area,18 Months,Paithan Road Block 35,3 BHK,Rose Garden,1630,2,2,58.84
Super built-up  Area,Immediate Possession,Paithan Road West 42,3 BHK,Nilgiri Heights,1491,1,3,93.43
Plot  Area,Under Construction,Usmanpura Phase 15,3 Bedroom,Rose Garden,1537,2,1,74.18
Super built-up  Area,Immediate Possession,Nakshtrawadi North 3,3 BHK,Nilgiri Heights,1477,1,1,52.89
Built-up  Area,18 Months,Vedant Nagar Enclave 7,3 BHK,Lake View,1091,4,2,44.35
Carpet  Area,Under Construction,Cantonment North 19,4 BHK,Golden Nest,1649,4,2,103.4
Built-up  Area,Immediate Possession,CIDCO Phase 12,5 BHK,Rose Garden,2662,2,3,168.76
Super built-up  Area,Under Construction,Hudco Enclave 43,2 BHK,Nilgiri Heights,1031,1,3,38.04
Plot  Area,Ready To Move,Cantonment South 3,1 BHK,Green Park,483,3,1,24.71
Super built-up  Area,Under Construction,Satara Area Phase 1,4 BHK,Sunshine Towers,1623,3,3,103.85
Super built-up  Area,18 Months,Aurangpura North 42,4 BHK,,1722,5,1,74.14
Built-up  Area,Ready To Move,Cantonment East 2,4 BHK,Lake View,2111,2,0,106.53
Super built-up  Area,Immediate Possession,Beed Bypass Extension 46,5 BHK,Sunshine Towers,3767,5,2,205.76
Carpet  Area,Under Construction,Pundlik Nagar Sector 31,2 BHK,Green Park,726,4,3,31.25
Super built-up  Area,Ready To Move,Pundlik Nagar Sector 46,3 Bedroom,Green Park,1063,3,3,37.51
Built-up  Area,Ready To Move,Padegaon West 20,3 Bedroom,Rose Garden,1473,4,2,86.79
Carpet  Area,Immediate Possession,Hudco Extension 33,3 BHK,,1605,3,3,89.43
Carpet  Area,Ready To Move,Shahgunj Extension 41,3 Bedroom,Golden Nest,1473,5,0,66.82
Plot  Area,18 Months,Seven Hills Phase 4,4 BHK,Sunshine Towers,2861,4,3,127.52
Built-up  Area,18 Months,Seven Hills Sector 56,1 BHK,,547,2,3,23.11
Plot  Area,Immediate Possession,Beed Bypass East 25,2 BHK,Sunshine Towers,1144,2,3,48.54
Built-up  Area,Dec 2024,Shahgunj North 16,2 BHK,Nilgiri Heights,759,1,0,47.24
Super built-up  Area,Immediate Possession,Shahgunj South 42,3 BHK,Sunshine Towers,1198,5,3,55.86
Super built-up  Area,Immediate Possession,Garkheda East 29,3 BHK,Sai Residency,1551,5,3,65.17
Super built-up  Area,Ready To Move,Nakshtrawadi Enclave 53,3 BHK,Lake View,1703,4,2,77.52
Carpet  Area,Ready To Move,Seven Hills Block 27,2 Bedroom,,1191,3,1,55.53
Carpet  Area,Ready To Move,MGM Campus Enclave 42,3 BHK,Sunshine Towers,1418,3,1,86.47
Built-up  Area,18 Months,Usmanpura Enclave 53,3 Bedroom,Golden Nest,1483,5,0,90.08
Super built-up  Area,Ready To Move,Vedant Nagar Enclave 10,4 BHK,,2875,4,0,130.21
Built-up  Area,18 Months,Garkheda East 15,2 BHK,,1197,1,1,64.61
Built-up  Area,Dec 2024,Padegaon Block 6,1 BHK,Sunshine Towers,759,4,2,46.31
Super built-up  Area,Under Construction,Shivaji Nagar Central 8,5 BHK,Sai Residency,3541,1,1,132.76
Built-up  Area,Ready To Move,Vedant Nagar Extension 34,3 Bedroom,Sai Residency,1772,5,0,99.22
Carpet  Area,18 Months,Aurangpura East 13,5 BHK,Nilgiri Heights,4747,3,0,278.23
Carpet  Area,18 Months,Beed Bypass West 56,5 BHK,Sai Residency,4054,4,2,195.93
Super built-up  Area,Ready To Move,Seven Hills Extension 8,4 BHK,Golden Nest,1679,4,0,73.15
Plot  Area,Immediate Possession,Seven Hills Extension 29,4 BHK,Sai Residency,2350,2,0,134.28
Plot  Area,18 Months,Harsul Sector 8,3 BHK,Golden Nest,1714,4,3,82.16
Super built-up  Area,Immediate Possession,Satara Area East 41,2 Bedroom,Sunshine Towers,1069,5,1,57.51
Carpet  Area,Ready To Move,Mukundwadi Phase 10,3 Bedroom,Golden Nest,1202,5,0,69.11
Built-up  Area,Ready To Move,CIDCO North 33,2 BHK,,916,4,0,40.43
Carpet  Area,Ready To Move,Vedant Nagar Sector 9,3 BHK,Green Park,1452,3,1,70.05
Plot  Area,Dec 2024,Paithan Road Sector 58,5 BHK,Lake View,4439,5,0,256.57
Carpet  Area,Dec 2024,Vedant Nagar North 15,2 Bedroom,Nilgiri Heights,1093,1,0,44.28
Plot  Area,18 Months,Nirala Bazaar Phase 48,4 BHK,Sai Residency,1922,4,0,122.14
Super built-up  Area,Dec 2024,Kranti Chowk Block 14,2 BHK,Nilgiri Heights,1012,4,0,53.35
Built-up  Area,Ready To Move,Aurangpura West 3,5 BHK,Sai Residency,4058,4,3,253.9
Carpet  Area,Dec 2024,Harsul Central 33,1 BHK,Rose Garden,614,5,1,33.87
Super built-up  Area,Under Construction,Mukundwadi North 22,1 BHK,Lake View,636,5,0,35.49
Built-up  Area,Immediate Possession,Nakshtrawadi North 12,5 BHK,Sunshine Towers,4360,1,1,227.29
Plot  Area,Immediate Possession,Nakshtrawadi North 28,4 BHK,,2521,4,3,119.63
Super built-up  Area,Immediate Possession,Waluj MIDC North 1,5 BHK,Lake View,2856,4,2,122.73
Plot  Area,18 Months,Seven Hills Extension 49,3 BHK,Golden Nest,1212,1,3,47.01
Built-up  Area,Immediate Possession,Shivaji Nagar Extension 4,2 BHK,Lake View,743,2,2,35.51
Carpet  Area,Dec 2024,Shivaji Nagar East 53,5 BHK,Sunshine Towers,3419,5,1,120.84
Carpet  Area,Ready To Move,MGM Campus Central 35,3 BHK,Green Park,1229,1,3,54.59
Plot  Area,18 Months,Hudco West 6,3 Bedroom,Sai Residency,1534,4,2,60.81
Super built-up  Area,Ready To Move,Satara Area Sector 55,1 BHK,Golden Nest,457,3,0,24.25
Plot  Area,Immediate Possession,Shivaji Nagar West 21,4 BHK,Golden Nest,2025,1,3,121.42
Built-up  Area,Dec 2024,Shivaji Nagar South 22,3 BHK,Sai Residency,1547,1,2,59.22
Built-up  Area,Dec 2024,Aurangpura Block 39,5 BHK,Rose Garden,2783,4,0,173.11
Plot  Area,Dec 2024,MGM Campus Central 35,4 BHK,Golden Nest,2624,3,3,110.09
Carpet  Area,Dec 2024,Mukundwadi Central 58,2 BHK,Golden Nest,843,3,2,39.94
Super built-up  Area,Immediate Possession,Pundlik Nagar West 1,4 BHK,Nilgiri Heights,1658,1,2,81.18
Super built-up  Area,18 Months,Satara Area Block 24,2 Bedroom,,1208,5,3,75.82
Plot  Area,18 Months,Baijipura Sector 30,3 Bedroom,Green Park,1692,5,2,103.07
Carpet  Area,Ready To Move,CIDCO Central 32,4 BHK,Green Park,1716,3,0,106.38
Carpet  Area,Dec 2024,Beed Bypass Sector 17,3 Bedroom,Sunshine Towers,1720,4,1,61.65
Plot  Area,Under Construction,Baijipura Central 38,2 Bedroom,Golden Nest,860,3,2,50.4
Built-up  Area,18 Months,Baijipura Sector 5,4 BHK,,2818,5,3,118.57
Built-up  Area,18 Months,Mukundwadi West 15,3 BHK,Golden Nest,1292,1,3,72.36
Built-up  Area,Dec 2024,Satara Area Block 24,3 BHK,Sunshine Towers,1782,5,1,86.67
Carpet  Area,18 Months,Cantonment Sector 44,4 BHK,Sai Residency,2254,5,2,134.64
Built-up  Area,Under Construction,Pundlik Nagar Enclave 59,1 BHK,Nilgiri Heights,530,1,2,20.38
Carpet  Area,Ready To Move,Hudco Sector 34,5 BHK,Sunshine Towers,3049,4,1,107.56
Carpet  Area,Immediate Possession,Jalna Road North 11,2 BHK,Rose Garden,1093,4,0,54.79
Plot  Area,Ready To Move,Cantonment Enclave 33,5 BHK,Golden Nest,4556,5,2,278.71
Plot  Area,Immediate Possession,Cantonment Block 34,3 Bedroom,Sunshine Towers,1625,3,2,88.05
Plot  Area,Immediate Possession,Aurangpura West 4,5 BHK,Rose Garden,3880,3,2,149.51
Super built-up  Area,Dec 2024,Jalna Road Block 4,3 BHK,Sai Residency,1748,1,1,112.74
Built-up  Area,Under Construction,Nirala Bazaar North 59,1 BHK,Golden Nest,609,4,3,35.97
Built-up  Area,Under Construction,MGM Campus West 58,2 BHK,,1191,5,2,73.58
Plot  Area,18 Months,Shendra MIDC Central 40,3 Bedroom,Sunshine Towers,1044,5,2,57.34
Super built-up  Area,Dec 2024,Padegaon Block 33,2 BHK,,1285,2,0,66.89
Plot  Area,Dec 2024,Garkheda Phase 35,2 BHK,Sunshine Towers,755,1,1,33.34
Super built-up  Area,Ready To Move,MGM Campus Extension 24,1 BHK,Lake View,537,1,3,34.14
Plot  Area,Ready To Move,Shendra MIDC Extension 24,1 BHK,Nilgiri Heights,458,5,2,20.54
Super built-up  Area,Dec 2024,Shahgunj Central 38,4 BHK,Sunshine Towers,2044,1,0,91.92
Super built-up  Area,Dec 2024,Kranti Chowk Sector 56,2 BHK,Rose Garden,1118,4,3,63.39
Super built-up  Area,18 Months,Baijipura South 57,5 BHK,Golden Nest,3631,3,3,166.63
Super built-up  Area,Immediate Possession,Shendra MIDC South 36,1 BHK,Nilgiri Heights,549,1,2,35.46
Plot  Area,Ready To Move,MGM Campus West 14,3 Bedroom,,1785,1,3,85.63
Built-up  Area,Under Construction,Hudco Enclave 50,5 BHK,,3110,4,3,178.5
Plot  Area,18 Months,Jalna Road Enclave 5,2 BHK,Green Park,829,2,1,41.13
Carpet  Area,Immediate Possession,Garkheda Enclave 41,4 BHK,,2653,4,1,92.92
Carpet  Area,18 Months,Nakshtrawadi North 36,1 BHK,Green Park,535,2,1,30.15
Carpet  Area,Immediate Possession,Harsul Phase 26,2 BHK,Nilgiri Heights,1213,2,2,43.61
Plot  Area,Under Construction,Nirala Bazaar Block 8,2 BHK,Rose Garden,883,4,1,40.91
Carpet  Area,Immediate Possession,Kranti Chowk Enclave 10,5 BHK,Lake View,3479,2,3,206.52
Carpet  Area,Dec 2024,Pundlik Nagar South 35,2 BHK,Lake View,1137,3,3,54.85
Carpet  Area,Ready To Move,Cantonment Extension 48,5 BHK,Rose Garden,2697,5,0,107.38
Super built-up  Area,Under Construction,Paithan Road Extension 24,1 BHK,Nilgiri Heights,548,4,2,30.93
Carpet  Area,Dec 2024,Hudco Enclave 58,2 BHK,Sunshine Towers,1262,5,3,80.98
Built-up  Area,Ready To Move,Jalna Road West 29,2 BHK,Rose Garden,1129,2,1,69.25
Super built-up  Area,18 Months,Nakshtrawadi Extension 18,3 BHK,Green Park,1779,1,0,73.51
Super built-up  Area,Under Construction,Usmanpura South 49,3 BHK,Rose Garden,1674,4,1,92.49
Built-up  Area,Under Construction,Kranti Chowk South 38,4 BHK,Nilgiri Heights,2996,5,2,145.62
Carpet  Area,18 Months,Shivaji Nagar East 53,1 BHK,Nilgiri Heights,630,2,3,27.98
Built-up  Area,Dec 2024,Shahgunj East 21,2 BHK,Sunshine Towers,1183,5,0,54.5
Plot  Area,18 Months,Padegaon West 36,3 BHK,Sunshine Towers,1127,5,2,63.71
Super built-up  Area,Dec 2024,Usmanpura Central 48,5 BHK,Lake View,2968,4,3,112.66
Built-up  Area,Immediate Possession,Garkheda Enclave 41,2 Bedroom,Golden Nest,883,3,2,55.44
Plot  Area,Ready To Move,Jalna Road Sector 32,2 BHK,Rose Garden,954,1,3,54.75
Built-up  Area,18 Months,Beed Bypass North 48,4 BHK,Green Park,2858,5,0,124.52
Built-up  Area,18 Months,Beed Bypass South 11,4 BHK,Green Park,2847,4,0,108.65
Plot  Area,Under Construction,Paithan Road Extension 16,2 BHK,,1194,4,3,71.08
Built-up  Area,18 Months,Seven Hills Block 27,3 Bedroom,Sunshine Towers,1438,3,2,79.04
Carpet  Area,Dec 2024,Beed Bypass Central 2,4 BHK,Green Park,2617,5,0,152.77
Carpet  Area,Ready To Move,Padegaon Block 1,2 BHK,Lake View,1091,2,2,58.03
Carpet  Area,Ready To Move,Shendra MIDC North 20,4 BHK,Lake View,2640,5,1,169.89
Carpet  Area,Immediate Possession,Vedant Nagar Phase 59,5 BHK,Sai Residency,3090,4,2,179.14
Carpet  Area,Immediate Possession,Cantonment South 52,3 BHK,Green Park,1539,4,1,58.52
Super built-up  Area,Immediate Possession,MGM Campus Sector 52,3 Bedroom,Green Park,1306,1,2,66.0
Super built-up  Area,Under Construction,Mukundwadi Enclave 17,2 BHK,Sunshine Towers,960,4,0,46.01
Built-up  Area,Under Construction,Nirala Bazaar Block 8,5 BHK,Nilgiri Heights,4075,4,3,162.44
Super built-up  Area,Dec 2024,Baijipura East 28,4 BHK,,1874,4,2,108.63
Carpet  Area,18 Months,Padegaon Block 6,3 Bedroom,Rose Garden,1364,4,2,58.95
