location,total_sqft,bath,price,bhk
other,677,1,31.28,1
other,1133,2,62.76,2
other,1073,3,55.83,3
other,657,1,28.63,1
other,431,2,22.74,1
other,2946,4,153.05,4
other,479,2,26.22,1
other,1575,1,84.38,3
other,2018,1,109.06,4
other,1148,1,65.69,2
other,2336,3,126.27,4
other,1045,3,55.08,3
other,2513,4,131.98,5
other,1170,1,60.9,3
other,2644,2,142.91,4
other,1770,2,93.27,3
other,1033,1,56.42,2
other,1754,3,91.77,3
other,1365,3,78.63,3
other,431,2,18.56,1
other,1185,3,60.34,2
other,1157,2,62.96,3
other,1385,1,79.33,3
other,2605,3,150.03,4
other,1548,4,89.65,3
other,724,1,33.06,1
other,2434,3,125.72,4
other,1268,2,68.69,2
other,1288,4,67.14,3
other,1235,3,65.91,2
other,1656,1,92.04,3
other,1367,4,76.66,3
other,615,2,32.5,1
other,800,1,45.81,1
other,540,2,24.28,1
other,4898,3,256.7,5
other,849,3,46.13,2
other,1784,1,93.87,3
other,3889,1,222.17,5
other,1293,1,71.69,2
other,501,2,27.02,1
other,1020,3,51.48,2
other,1045,4,57.83,3
other,825,2,41.89,2
other,1793,2,95.73,3
other,745,2,41.67,1
other,1164,2,64.81,3
other,799,1,33.89,1
other,2720,3,140.26,4
other,1629,1,93.14,3
other,1122,1,58.56,2
other,1748,2,95.73,4
other,1064,2,57.5,3
other,734,1,41.08,2
other,4112,2,216.86,5
other,3535,2,179.22,5
other,1024,3,52.95,2
other,2587,3,140.09,5
other,2806,1,144.25,5
other,1797,1,95.34,3
other,2441,4,123.59,4
other,1210,3,61.92,3
other,2032,4,107.36,4
other,4634,4,240.19,5
other,787,1,39.71,1
other,1421,3,78.12,3
other,1554,2,80.73,3
other,1346,4,78.62,3
other,1641,4,83.13,3
other,2094,3,121.88,4
other,1178,1,60.81,3
other,2529,3,137.56,5
other,523,1,23.19,1
other,3809,1,205.37,5
other,1479,1,81.03,3
other,632,1,28.44,1
other,825,2,47.23,2
other,2892,2,160.68,5
other,858,1,46.6,2
other,1474,1,86.43,3
other,2020,4,113.75,4
other,450,1,26.27,1
other,1016,1,59.11,2
other,1658,4,88.01,3
other,2373,1,123.92,4
other,457,2,25.24,1
other,4519,3,229.57,5
other,2447,2,126.99,4
other,809,3,47.33,2
other,596,1,27.22,1
other,1096,2,58.77,3
other,1210,1,63.26,3
other,510,1,29.25,1
other,632,1,31.05,1
other,2176,1,122.4,4
other,824,2,45.46,2
other,1117,2,62.46,3
other,3412,5,184.83,5
other,4220,3,247.33,5
other,989,1,50.29,2
other,2047,1,119.57,4
other,1052,4,60.18,3
other,1785,3,94.67,3
other,1967,4,105.97,4
other,3413,3,186.12,5
other,1121,3,60.06,3
other,4261,5,221.43,5
other,1578,4,83.8,3
other,1210,1,62.58,2
other,2754,2,160.95,5
other,3594,5,190.81,5
other,486,2,22.23,1
other,2139,1,114.4,4
other,436,1,25.11,1
other,982,3,56.66,2
other,2854,1,158.05,5
other,2854,3,152.47,4
other,1751,4,101.28,3
other,2841,4,150.46,4
other,1048,1,54.13,3
other,3390,4,175.5,5
other,476,1,24.93,1
other,2852,1,152.59,4
other,1905,1,97.43,4
other,3659,5,185.38,5
other,1165,4,63.45,3
other,2008,3,103.39,4
other,1278,4,71.24,3
other,1169,4,59.04,3
other,885,2,47.84,2
other,609,2,34.0,1
other,1508,3,77.59,3
other,1078,1,56.26,3
other,767,2,42.04,1
other,562,1,24.27,1
other,1666,2,94.65,3
other,3157,2,170.93,5
other,521,2,27.73,1
other,1270,4,69.74,3
other,1379,4,72.96,3
other,3878,3,222.5,5
other,1103,3,61.67,2
other,1540,2,83.01,3
other,602,1,34.79,1
other,1482,1,77.26,3
other,1409,3,81.23,3
other,801,2,42.54,2
other,2301,3,128.8,4
other,1035,4,52.9,3
other,1695,3,88.45,3
other,1525,1,82.52,3
other,404,1,18.97,1
other,2399,1,120.57,4
other,1427,1,77.38,3
other,830,1,45.39,2
other,1062,3,53.5,2
other,1215,3,66.96,3
other,544,1,24.15,1
other,1536,2,79.84,3
other,1112,2,59.78,3
other,2097,2,115.65,4
other,600,1,28.28,1
other,1639,3,91.85,3
other,2511,2,137.61,4
other,3107,3,156.08,5
other,1173,2,68.62,2
other,534,2,26.44,1
other,646,1,31.5,1
other,1213,4,65.18,3
other,1567,4,79.69,3
other,1589,1,90.32,3
other,1186,3,69.27,3
other,1286,1,72.69,2
other,480,1,22.5,1
other,1232,3,65.89,3
other,1418,4,75.95,3
other,2208,3,115.86,4
other,4203,4,232.54,5
other,2717,5,151.08,4
other,2308,4,133.03,4
other,3497,2,203.64,5
other,1187,2,62.01,2
other,1476,4,84.18,3
other,897,1,49.23,2
other,1645,3,95.9,3
other,802,2,45.01,2
other,1028,1,56.57,3
other,4779,1,260.4,5
other,2836,5,143.82,5
other,2584,2,136.13,4
other,3186,1,162.69,5
other,1268,1,69.89,2
other,1580,4,87.78,3
other,1281,2,73.11,3
other,3077,1,174.65,5
other,638,2,33.49,1
other,818,2,44.44,2
other,1745,2,99.35,4
other,1414,3,80.24,3
other,913,2,51.39,2
other,1487,2,76.46,3
other,1022,3,54.98,3
other,485,2,27.24,1
other,1810,5,99.8,4
other,1158,3,58.26,3
other,2831,3,143.36,5
other,1523,3,83.64,3
other,700,2,34.33,1
other,924,2,52.3,2
other,1841,2,102.11,4
other,2085,3,112.82,4
other,1540,4,82.28,3
other,1778,3,97.36,3
other,703,3,40.86,2
other,570,2,32.1,1
other,1144,2,61.23,2
other,1051,3,59.36,3
other,4393,2,250.66,5
other,1366,3,77.96,3
other,2622,4,146.69,4
other,2066,5,118.98,4
other,3448,5,196.44,5
other,1353,3,68.94,3
other,776,2,44.61,2
other,4198,3,215.98,5
other,4309,1,246.76,5
other,1244,1,67.05,2
other,2829,2,147.53,5
other,1082,1,56.45,2
other,1172,3,65.15,2
other,3115,2,176.0,5
other,550,2,26.89,1
other,1807,3,102.71,4
other,1642,4,82.06,3
other,1753,2,96.62,3
other,644,1,36.74,1
other,929,1,53.35,2
other,721,1,41.68,1
other,1682,4,98.14,3
other,1257,2,67.88,2
other,1910,1,97.97,4
other,588,2,34.31,1
other,1028,1,58.11,2
other,1282,1,74.49,2
other,1397,4,78.26,3
other,1770,3,92.44,3
other,1639,5,86.81,4
other,3190,2,183.58,5
other,4740,1,277.57,5
other,4335,1,253.21,5
other,1108,4,59.14,3
other,668,2,28.25,1
other,2600,3,142.32,5
other,2836,4,148.5,4
other,1077,1,59.6,2
other,1713,1,91.49,3
other,813,2,42.9,2
other,941,3,49.52,2
other,1535,3,79.23,3
other,860,1,47.81,2
other,476,1,26.89,1
other,1725,4,98.74,3
other,1347,4,72.02,3
other,3058,5,175.22,5
other,4061,4,205.65,5
other,2699,5,158.22,5
other,1520,1,76.31,3
other,1186,2,60.72,3
other,1711,2,88.93,3
other,1710,4,100.14,3
other,4833,1,253.29,5
other,1808,1,101.26,4
other,2453,2,131.29,4
other,567,1,28.45,1
other,1359,1,74.03,3
other,829,2,45.43,2
other,2100,3,112.38,4
other,1152,1,59.56,3
other,2318,4,127.75,4
other,1623,3,88.84,3
other,1589,1,79.24,3
other,718,1,32.4,1
other,645,2,31.52,1
other,1619,3,82.59,3
other,899,1,48.95,2
other,2183,1,118.88,4
other,973,2,54.02,2
other,2666,3,149.73,5
other,2237,2,130.25,4
other,1653,4,87.21,3
other,1362,4,69.21,3
other,2184,1,118.52,4
other,859,3,47.73,2
other,791,3,45.79,2
other,2690,4,136.44,4
other,670,2,36.38,1
other,409,2,17.41,1
other,1804,4,105.81,4
other,2806,5,158.5,5
other,1038,4,60.81,3
other,1374,3,71.38,3
other,737,2,34.85,1
other,707,3,36.75,2
other,2358,4,131.23,4
other,1051,3,61.2,3
other,3712,5,210.73,5
other,1598,2,92.44,3
other,1348,4,75.13,3
other,1334,3,73.75,3
other,1008,1,55.0,3
other,1634,3,84.68,4
other,1779,1,93.43,3
other,2852,1,158.56,5
other,1036,2,57.41,2
other,2329,5,126.75,4
other,769,1,38.65,1
other,2706,5,144.59,5
other,4718,5,275.09,5
other,777,2,44.38,2
other,727,1,36.63,1
other,1236,3,63.89,3
other,1367,2,71.2,3
other,2635,2,147.16,4
other,2747,5,158.62,4
other,972,1,56.84,2
other,4076,5,219.95,5
other,1439,4,76.21,3
other,2744,1,146.68,4
other,1067,1,60.92,2
other,1780,4,91.9,4
other,1207,1,64.35,3
other,4223,5,246.15,5
other,4264,4,243.91,5
other,1108,2,58.88,2
other,2104,5,123.35,4
other,1129,1,61.15,3
other,921,2,50.5,2
other,1128,1,60.89,2
other,823,1,42.6,2
other,1731,2,91.19,4
other,1619,3,92.9,3
other,1763,3,101.55,3
other,737,3,38.06,2
other,600,2,26.69,1
other,898,3,48.67,2
other,4370,1,254.9,5
other,1232,1,66.01,2
other,1646,4,92.61,3
other,3756,1,210.62,5
other,1265,1,64.24,3
other,4889,1,274.36,5
other,4198,4,244.07,5
other,543,2,26.15,1
other,3566,5,206.44,5
other,2650,3,142.23,5
other,1171,3,66.54,2
other,1036,3,57.41,3
other,562,2,27.34,1
other,1795,4,97.52,3
other,1043,2,54.68,3
other,2992,3,169.35,5
other,1968,5,101.31,4
other,1607,2,83.49,4
other,1464,3,85.37,3
other,960,1,50.6,2
other,1130,4,59.63,3
other,2978,3,165.46,4
other,722,3,36.69,2
other,1234,2,64.44,3
other,1048,1,52.93,2
other,1212,2,66.03,3
other,2977,2,168.59,4
other,1380,3,80.77,3
other,1222,2,69.83,2
other,4032,1,228.28,5
other,1083,2,59.7,2
other,1210,1,64.09,3
other,832,3,47.32,2
other,1239,1,70.46,3
other,1789,2,89.41,3
other,1607,4,92.73,3
other,1402,2,79.81,3
other,1248,3,71.16,2
other,1189,3,68.79,2
other,4504,2,244.81,5
other,1296,2,68.83,3
other,646,2,30.42,1
other,4877,1,282.36,5
other,1208,2,64.52,3
other,659,1,32.14,1
other,2333,4,118.62,4
other,2575,1,137.17,4
other,1161,3,63.93,3
other,3445,5,201.85,5
other,4633,2,263.81,5
other,476,1,27.76,1
other,1717,1,98.65,4
other,1276,2,67.97,3
other,1765,4,100.3,4
other,785,2,44.15,1
other,1556,3,82.58,3
other,805,2,46.8,2
other,611,1,35.58,1
other,1250,1,69.87,2
other,1583,3,84.7,3
other,2683,5,146.95,4
other,975,3,49.46,2
other,501,2,20.95,1
other,2709,1,150.1,4
other,1683,2,97.48,4
other,1220,3,67.67,3
other,2371,3,123.32,4
other,775,2,41.22,2
other,2232,2,119.94,4
other,4400,5,240.64,5
other,1695,4,88.5,3
other,2558,1,149.43,5
other,1028,4,57.72,3
other,1169,4,61.37,3
other,602,2,30.47,1
other,1712,1,91.91,3
other,4066,5,218.74,5
other,1534,2,80.23,3
other,1087,4,57.85,3
other,1536,4,81.75,3
other,583,1,32.28,1
other,1708,2,98.27,3
other,1242,3,63.62,2
other,1008,3,56.4,2
other,417,2,20.69,1
other,1160,2,60.56,2
other,1302,2,69.15,3
other,4687,5,253.02,5
other,718,2,40.43,2
other,1162,2,63.65,3
other,628,1,29.62,1
other,784,1,45.72,1
other,1094,1,56.74,3
other,1241,4,63.37,3
other,1243,2,62.56,3
other,1053,2,60.53,2
other,815,1,47.25,2
other,2521,2,131.6,5
other,879,1,48.96,2
other,3018,3,153.62,5
other,2225,3,123.49,4
other,1262,2,73.7,3
other,1152,2,59.82,2
other,1510,3,82.54,3
other,2373,1,130.02,4
other,4406,2,244.67,5
other,1508,3,76.47,3
other,2824,2,142.73,4
other,659,1,31.78,1
other,1292,3,68.08,2
other,2994,4,160.72,5
other,4122,2,211.74,5
other,1695,5,90.17,4
other,1886,2,110.1,4
other,1637,2,85.68,3
other,1623,4,91.19,4
other,738,3,40.73,2
other,1760,3,102.16,4
other,2168,4,109.16,4
other,2184,4,114.72,4
other,1209,1,70.37,2
other,457,1,21.98,1
other,1603,1,92.24,3
other,2660,5,133.26,4
other,2649,3,143.9,5
other,4842,3,255.47,5
other,4908,5,276.49,5
other,1167,2,62.04,2
other,1132,1,58.52,2
other,4863,5,269.57,5
other,1668,1,91.26,3
other,1757,5,89.6,4
other,588,1,33.55,1
other,1480,2,83.29,3
other,1001,2,55.01,2
other,1332,4,71.32,3
other,1489,1,84.81,3
other,1480,3,77.04,3
other,1463,4,83.94,3
other,1388,2,74.75,3
other,1129,1,58.04,2
other,4989,2,290.45,5
other,1000,1,51.12,2
other,722,3,41.96,2
other,1524,4,76.76,3
other,2859,2,154.02,4
other,1796,1,91.55,3
other,4209,5,230.65,5
other,2926,1,161.63,4
other,1016,4,59.43,3
other,818,1,43.23,2
other,947,1,53.17,2
other,1158,1,60.71,2
other,1613,3,86.05,3
other,4156,1,210.68,5
other,4038,2,216.11,5
other,955,3,50.67,2
other,1390,2,80.22,3
other,1004,1,51.15,2
other,1296,1,75.73,2
other,1472,4,75.61,3
other,487,2,26.39,1
other,1467,2,75.15,3
other,1507,3,87.83,3
other,2607,3,135.58,4
other,2673,1,140.61,4
other,1584,2,87.59,3
other,1041,2,58.63,2
other,3353,5,190.79,5
other,758,2,43.07,1
other,3898,1,219.98,5
other,3667,5,209.58,5
other,955,3,54.14,2
other,916,1,49.68,2
other,606,2,25.45,1
other,2691,1,140.58,4
other,515,1,28.81,1
other,770,2,42.15,2
other,783,2,39.71,2
other,3400,1,174.17,5
other,1171,1,64.12,3
other,1554,3,81.34,3
other,3215,4,164.49,5
other,1699,3,96.51,3
other,1232,2,71.38,3
other,1697,4,92.12,4
other,2336,5,126.51,4
other,980,1,52.24,2
other,487,2,23.35,1
other,1515,2,86.17,3
other,2568,1,140.91,4
other,1230,1,65.89,2
other,2729,4,158.22,4
other,1429,1,73.61,3
other,4519,3,249.2,5
other,3911,1,207.75,5
other,443,2,25.56,1
other,3692,4,195.86,5
other,1670,2,94.82,3
other,902,3,51.85,2
other,2044,3,108.45,4
other,4896,2,283.11,5
other,4577,2,254.61,5
other,847,2,42.7,2
other,1514,1,80.98,3
other,1703,2,91.12,3
other,1930,1,110.24,4
other,3069,1,159.65,5
other,1024,3,54.47,2
other,817,3,46.79,2
other,620,1,33.57,1
other,1178,2,62.54,3
other,779,3,40.14,2
other,1444,4,80.66,3
other,1522,3,82.71,3
other,1546,3,79.21,3
other,1757,4,87.86,3
other,2348,5,117.89,4
other,1018,2,53.8,2
other,1114,4,55.83,3
other,4725,5,245.91,5
other,1285,3,65.56,3
other,2437,5,124.4,4
other,3226,2,183.85,5
other,1594,4,89.86,3
other,1202,2,70.23,3
other,1227,1,67.15,3
other,710,3,37.49,2
other,719,1,34.03,1
other,1606,1,90.22,4
other,1174,2,68.57,3
other,1135,1,66.3,2
other,4794,3,280.31,5
other,1092,2,59.26,2
other,3254,5,175.33,5
other,1132,1,64.58,2
other,519,1,22.45,1
other,876,1,45.19,2
other,870,2,49.2,2
other,2924,3,153.96,5
other,1181,3,64.45,2
other,1785,2,104.6,3
other,1056,3,61.81,2
other,3039,2,160.31,5
other,711,1,31.14,1
other,709,2,36.99,2
other,1635,1,95.88,4
other,1219,2,65.2,3
other,1648,1,95.52,3
other,4268,2,232.77,5
other,4590,1,245.06,5
other,1127,4,60.66,3
other,832,1,41.92,2
other,1158,1,65.24,2
other,780,2,39.53,2
other,1281,2,73.65,2
other,4095,3,212.68,5
other,3020,5,170.2,5
other,1683,1,86.0,4
other,438,1,20.74,1
other,2953,5,172.51,4
other,1795,3,102.57,3
other,2322,1,134.66,4
other,1216,2,63.48,3
other,636,1,33.8,1
other,709,1,36.18,2
other,519,1,26.41,1
other,2834,3,147.78,5
other,783,1,39.77,2
other,4348,4,225.99,5
other,530,2,24.05,1
other,3184,1,163.06,5
other,1426,3,79.3,3
other,2026,3,105.55,4
other,2790,5,158.63,4
other,1156,2,63.57,3
other,1068,2,57.89,2
other,1066,2,60.81,2
other,3789,5,217.73,5
other,1267,4,69.92,3
other,697,2,32.62,1
other,1122,1,58.78,2
other,3416,3,176.9,5
other,1128,1,63.68,3
other,1726,2,89.15,3
other,1698,4,88.48,3
other,4924,5,275.16,5
other,1787,4,102.59,4
other,767,1,40.46,2
other,966,1,49.78,2
other,2359,5,137.96,4
other,2337,4,126.37,4
other,3361,3,171.58,5
other,1020,2,58.09,2
other,1878,3,97.25,4
other,452,1,25.25,1
other,4485,3,227.16,5
other,1756,1,97.27,4
other,4450,5,248.34,5
other,1018,1,51.13,3
other,1855,2,99.93,4
other,3239,3,184.08,5
other,3992,2,225.11,5
other,1291,2,66.79,3
other,3344,4,182.85,5
other,825,3,44.41,2
other,2163,4,126.03,4
other,816,1,41.39,2
other,3273,3,189.03,5
other,749,1,43.35,2
other,632,1,29.41,1
other,618,2,29.78,1
other,3781,1,197.37,5
other,613,1,30.23,1
other,2774,4,161.87,4
other,3670,1,215.0,5
other,1014,1,55.08,2
other,1762,3,91.38,3
other,1578,4,82.72,3
other,716,2,33.82,1
other,1596,2,80.64,3
other,1076,1,62.45,2
other,1259,2,64.99,3
other,645,2,36.23,1
other,680,2,37.84,1
other,1087,2,56.05,3
other,1535,2,86.11,3
other,1152,3,61.85,2
other,1496,3,75.68,3
other,1493,2,81.89,3
other,650,2,27.5,1
other,1135,3,63.16,3
other,739,1,41.23,2
other,2842,3,157.77,4
other,1367,1,70.76,3
other,2734,5,144.64,5
other,824,1,46.18,2
other,638,2,29.96,1
other,2856,5,150.27,4
other,2863,5,151.83,4
other,694,1,40.67,1
other,1778,1,88.84,3
other,1939,1,101.8,4
other,2814,1,161.61,4
other,1017,3,55.39,3
other,1756,4,94.91,3
other,1052,2,54.15,2
other,515,1,27.32,1
other,944,1,47.47,2
other,1205,2,66.51,2
other,2600,5,134.59,5
other,596,2,27.84,1
other,3427,1,174.28,5
other,1785,1,95.87,4
other,921,2,52.1,2
other,1023,2,56.88,3
other,1695,1,92.17,3
other,532,2,29.35,1
other,2259,5,119.99,4
other,757,2,40.18,2
other,3956,4,219.13,5
other,1036,3,58.62,2
other,4056,2,236.05,5
other,1035,3,59.07,2
other,559,1,27.3,1
